YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2014.0,KIA,OPTIMA,MID-SIZE,2.4,4.0,A6,X,8.9,5.7,7.5,38.0,173.0
2003.0,FORD,E150 VAN,VAN - CARGO,4.6,8.0,A4,X,15.1,10.6,13.1,22.0,301.0
2008.0,VOLKSWAGEN,PASSAT,MID-SIZE,2.0,4.0,AS6,Z,10.8,7.1,9.1,31.0,209.0
2014.0,GMC,YUKON,SUV - STANDARD,5.3,8.0,A6,E,19.5,12.5,16.3,17.0,261.0
2010.0,BMW,750i,FULL-SIZE,4.4,8.0,A6,Z,14.4,9.1,12.0,24.0,276.0
2022.0,Chevrolet,Silverado 4WD (With Sport Mode),Pickup truck: Standard,3.0,6.0,A10,D,10.5,9.1,9.9,29.0,265.0
2005.0,PORSCHE,911 CARRERA 2 CABRIOLET 997,MINICOMPACT,3.6,6.0,AS5,Z,12.6,8.2,10.6,27.0,244.0
2014.0,FORD,EDGE,SUV - SMALL,3.5,6.0,AS6,X,11.1,7.3,9.4,30.0,216.0
2022.0,Cadillac,XT4 AWD,SUV: Small,2.0,4.0,AS9,Z,10.9,8.2,9.7,29.0,225.0
2002.0,LINCOLN,LS #,MID-SIZE,3.0,6.0,A5,Z,14.0,8.8,11.7,24.0,269.0
2014.0,CADILLAC,CTS-V SEDAN,MID-SIZE,6.2,8.0,M6,Z,15.0,10.6,13.1,22.0,301.0
2006.0,SUBARU,IMPREZA WRX STI SEDAN AWD,SUBCOMPACT,2.5,4.0,M6,Z,13.4,9.1,11.5,25.0,264.0
2009.0,GMC,ACADIA,SUV,3.6,6.0,A6,X,12.7,8.4,10.8,26.0,248.0
2016.0,ACURA,RDX AWD,SUV - SMALL,3.5,6.0,AS6,Z,12.4,8.6,10.7,26.0,249.0
2019.0,Toyota,Camry XLE/XSE,Mid-size,2.5,4.0,AS8,X,8.5,6.2,7.5,38.0,175.0
2017.0,ACURA,ILX,COMPACT,2.4,4.0,AM8,Z,9.4,6.8,8.2,34.0,192.0
2008.0,CHRYSLER,SEBRING SEDAN,MID-SIZE,2.4,4.0,A4,X,9.7,6.6,8.3,34.0,191.0
2009.0,BUICK,LUCERNE FFV,FULL-SIZE,3.9,6.0,A4,X,12.0,7.4,10.0,28.0,230.0
2012.0,BMW,335is CABRIOLET,SUBCOMPACT,3.0,6.0,M6,Z,11.9,7.7,10.0,28.0,230.0
2009.0,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.4,4.0,M5,X,10.4,7.4,9.0,31.0,207.0
2005.0,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,1.8,4.0,M5,Z,9.6,7.1,8.5,33.0,196.0
2010.0,MITSUBISHI,OUTLANDER,SUV,2.4,4.0,AV,X,9.5,7.2,8.5,33.0,196.0
2010.0,SUBARU,TRIBECA AWD,SUV,3.6,6.0,AS5,X,13.1,9.4,11.4,25.0,262.0
2003.0,MERCEDES-BENZ,C 240 WAGON 4MATIC 4X4,STATION WAGON - SMALL,2.6,6.0,A5,Z,12.3,8.7,10.7,26.0,246.0
2018.0,BMW,X6 xDrive35i,SUV: Standard,3.0,6.0,AS8,Z,13.0,9.8,11.5,25.0,270.0
2017.0,VOLVO,S60 INSCRIPTION T5 AWD,COMPACT,2.0,4.0,AS8,X,10.7,7.8,9.4,30.0,219.0
2022.0,Audi,RS 6 Avant quattro,Station wagon: Mid-size,4.0,8.0,AS8,Z,16.1,10.7,13.7,21.0,319.0
2020.0,Infiniti,QX80 4WD,SUV: Standard,5.6,8.0,AS7,Z,17.8,12.3,15.3,18.0,360.0
2004.0,SUZUKI,AERIO,COMPACT,2.3,4.0,M5,X,9.4,7.0,8.3,34.0,191.0
2011.0,VOLKSWAGEN,ROUTAN FFV,MINIVAN,3.6,6.0,AS6,E,17.3,11.2,14.5,19.0,232.0
2009.0,NISSAN,ALTIMA COUPE,SUBCOMPACT,2.5,4.0,AV,X,8.9,6.3,7.7,37.0,177.0
2013.0,HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6.0,A6,X,11.1,7.1,9.3,30.0,214.0
2014.0,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6.0,AV6,X,6.8,7.2,7.0,40.0,161.0
2010.0,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4.0,M5,Z,12.9,9.0,11.2,25.0,258.0
2018.0,Lexus,RX 450h AWD,SUV: Standard,3.5,6.0,AV6,Z,7.5,8.4,7.9,36.0,185.0
2011.0,GMC,SIERRA DENALI AWD,PICKUP TRUCK - STANDARD,6.2,8.0,A6,E,24.0,14.9,19.9,14.0,318.0
2022.0,BMW,X5 M Competition,SUV: Standard,4.4,8.0,AS8,Z,17.9,13.0,15.7,18.0,364.0
2003.0,CHEVROLET,C2500 SILVERADO BI-FUEL,PICKUP TRUCK - STANDARD,6.0,8.0,A4,X,22.4,17.7,20.3,14.0,467.0
2016.0,GMC,SIERRA eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,14.4,11.2,13.0,22.0,304.0
2011.0,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.6,6.0,M6,Z,11.3,7.8,9.7,29.0,223.0
2007.0,DODGE,GRAND CARAVAN C/V,MINIVAN,3.3,6.0,A4,X,12.2,8.2,10.4,27.0,239.0
2016.0,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6.0,AS6,X,13.1,10.5,11.9,24.0,280.0
2010.0,HYUNDAI,SANTA FE,SUV,3.5,6.0,AS6,X,10.1,7.6,9.0,31.0,207.0
2019.0,Ford,Flex,SUV: Standard,3.5,6.0,AS6,X,14.7,10.2,12.7,22.0,298.0
2013.0,BMW,135i COUPE,SUBCOMPACT,3.0,6.0,AM7,Z,11.7,7.9,10.0,28.0,230.0
2019.0,Subaru,Legacy AWD,Mid-size,2.5,4.0,AV7,X,9.3,7.0,8.2,34.0,193.0
2019.0,Porsche,Panamera 4S,Full-size,2.9,6.0,AM8,Z,13.1,8.9,11.2,25.0,261.0
2020.0,BMW,M4 Coupe Competition,Compact,3.0,6.0,AM7,Z,14.1,10.3,12.4,23.0,290.0
2018.0,Mazda,Mazda3 4-Door (i-ELOOP),Compact,2.5,4.0,AS6,X,8.5,6.4,7.6,37.0,176.0
2021.0,Chevrolet,Silverado,Pickup truck: Standard,5.3,8.0,A8,X,13.9,10.1,12.2,23.0,286.0
2010.0,NISSAN,ARMADA 4WD,SUV,5.6,8.0,A5,X,17.3,11.4,14.7,19.0,338.0
2016.0,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4.0,A9,E,15.9,11.0,13.7,21.0,226.0
2001.0,NISSAN,MAXIMA,MID-SIZE,3.0,6.0,A4,X,12.1,8.1,10.3,27.0,237.0
2020.0,BMW,X2 M35i,SUV: Small,2.0,4.0,AS8,Z,10.0,7.8,9.0,31.0,210.0
2015.0,ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8.0,M6,Z,18.1,12.3,15.5,18.0,356.0
2017.0,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4.0,AS6,X,8.8,6.6,7.8,36.0,182.0
2007.0,BMW,Z4 3.0i,TWO-SEATER,3.0,6.0,A6,Z,11.3,7.1,9.4,30.0,216.0
2014.0,INFINITI,QX70 AWD,SUV - SMALL,3.7,6.0,AS7,Z,12.9,9.1,11.2,25.0,258.0
2015.0,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4.0,M5,Z,14.0,10.3,12.3,23.0,283.0
2013.0,BUICK,REGAL,MID-SIZE,2.0,4.0,AS6,E,16.3,10.0,13.5,21.0,216.0
2009.0,SUZUKI,EQUATOR,PICKUP TRUCK - SMALL,2.5,4.0,M5,X,10.7,8.7,9.8,29.0,225.0
2002.0,BMW,325i TOURING,STATION WAGON - SMALL,2.5,6.0,M5,Z,11.6,7.4,9.7,29.0,223.0
2017.0,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4.0,AV6,X,9.2,7.5,8.4,34.0,197.0
2009.0,MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6.0,A5,Z,12.9,9.0,11.1,25.0,255.0
2008.0,SUZUKI,SWIFT+,COMPACT,1.6,4.0,A4,X,9.0,6.2,7.8,36.0,179.0
2000.0,PONTIAC,FIREBIRD/FORMULA,SUBCOMPACT,5.7,8.0,A4,Z,13.3,9.1,11.4,25.0,262.0
2001.0,CHEVROLET,ASTRO PASSENGER AWD,VAN - PASSENGER,4.3,6.0,A4,X,16.1,11.8,14.2,20.0,327.0
2014.0,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4.0,M5,X,7.7,6.1,7.0,40.0,161.0
2022.0,Rolls-Royce,Phantom,Full-size,6.7,12.0,AS8,Z,20.0,11.8,16.3,17.0,382.0
2001.0,MERCEDES-BENZ,S 430,FULL-SIZE,4.3,8.0,A5,Z,13.3,8.5,11.1,25.0,255.0
2003.0,VOLKSWAGEN,JETTA,COMPACT,1.8,4.0,M5,Z,9.9,6.9,8.6,33.0,198.0
2001.0,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8.0,A4,X,15.3,10.8,13.3,21.0,306.0
2003.0,SUBARU,OUTBACK WAGON,STATION WAGON - MID-SIZE,2.5,4.0,A4,X,10.9,7.8,9.5,30.0,218.0
2009.0,PORSCHE,CAYENNE,SUV,3.6,6.0,M6,Z,15.4,9.8,12.9,22.0,297.0
2016.0,FORD,EDGE AWD,SUV - SMALL,2.7,6.0,AS6,X,13.6,9.8,11.9,24.0,278.0
2010.0,HYUNDAI,SANTA FE,SUV,2.4,4.0,M6,X,10.7,7.5,9.3,30.0,214.0
2001.0,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.9,6.0,M5,X,16.2,10.2,13.5,21.0,310.0
2013.0,NISSAN,VERSA,COMPACT,1.6,4.0,AV,X,6.1,4.7,5.5,51.0,126.0
2018.0,Kia,Sportage,SUV: Small,2.4,4.0,AS6,X,10.3,7.8,9.2,31.0,218.0
2019.0,Cadillac,XT4 AWD,SUV: Small,2.0,4.0,AS9,Z,10.9,8.2,9.7,29.0,227.0
2018.0,Jaguar,F-TYPE Convertible,Two-seater,3.0,6.0,AS8,Z,11.9,8.5,10.4,27.0,242.0
2010.0,BMW,M3 COUPE,SUBCOMPACT,4.0,8.0,AM7,Z,15.4,9.9,12.9,22.0,297.0
2009.0,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4.0,AS6,Z,12.2,8.0,10.3,27.0,237.0
2008.0,VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,M6,Z,10.1,6.8,8.6,33.0,198.0
2008.0,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5.4,8.0,A4,E,23.7,16.6,20.5,14.0,328.0
2005.0,CHEVROLET,MALIBU,MID-SIZE,3.5,6.0,A4,X,10.5,6.7,8.8,32.0,202.0
2013.0,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6.0,A8,X,11.4,7.3,9.5,30.0,218.0
2011.0,JAGUAR,XK COUPE,MINICOMPACT,5.0,8.0,A6,Z,13.3,8.4,11.1,25.0,255.0
2013.0,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12.0,A6,Z,18.8,10.9,15.2,19.0,350.0
2019.0,Ford,Sentra (Turbo),PICKUP TRUCK - STANDARD,2.0,-19.0,AS6,X,-81.0,12.7,8.0,29.0,
2019.0,Toyota,Tundra 4WD,Pickup truck: Standard,5.7,8.0,AS6,X,18.0,14.1,16.3,17.0,382.0
2005.0,SUBARU,IMPREZA WRX SEDAN AWD,SUBCOMPACT,2.0,4.0,M5,Z,11.8,8.0,10.1,28.0,232.0
2000.0,FORD,EXPLORER SOHC,SUV,4.0,6.0,A5,X,14.8,10.4,12.8,22.0,294.0
2020.0,Lincoln,Nautilus AWD,SUV: Small,2.0,4.0,AS8,X,12.0,9.6,10.7,26.0,250.0
2006.0,BMW,330Ci CONVERTIBLE,MINICOMPACT,2.5,6.0,A5,Z,12.8,8.5,10.9,26.0,251.0
2003.0,TOYOTA,4RUNNER 4X4,SUV,4.0,6.0,A4,X,13.7,10.7,12.4,23.0,285.0
2022.0,Ram,1500 HFE EcoDiesel,Pickup truck: Standard,3.0,6.0,A8,D,10.4,7.1,8.9,32.0,238.0
2010.0,HONDA,CIVIC HYBRID,COMPACT,1.3,4.0,AV,X,4.7,4.3,4.5,63.0,104.0
2018.0,Toyota,Avalon,Mid-size,3.5,6.0,AS6,X,11.4,7.7,9.7,29.0,226.0
-93.0,Mercedes-Benz,UNKNOWN,SUV: Standard,4.0,,UNKNOWN,UNKNOWN,9.3,13.1,6.5,,218.0
2011.0,CHEVROLET,TAHOE,SUV,5.3,8.0,A6,X,14.4,9.5,12.2,23.0,281.0
2008.0,CHEVROLET,SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,15.1,10.6,13.0,22.0,299.0
2012.0,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4.0,AS6,Z,12.6,8.9,10.9,26.0,251.0
2014.0,VOLVO,S80 AWD,MID-SIZE,3.0,6.0,AS6,X,11.7,8.0,10.0,28.0,230.0
2020.0,Volvo,V60 T5,Station wagon: Small,2.0,4.0,AS8,Z,10.5,7.1,8.9,32.0,208.0
2016.0,JEEP,COMPASS,SUV - SMALL,2.0,4.0,AV,X,10.8,8.9,10.0,28.0,234.0
2017.0,TOYOTA,CAMRY,MID-SIZE,3.5,6.0,AS6,X,11.0,7.8,9.6,29.0,224.0
2020.0,BMW,M850i xDrive Coupe,Subcompact,4.4,8.0,AS8,Z,13.6,9.3,11.7,24.0,273.0
2021.0,Jeep,Grand Cherokee 4X4 Trackhawk,SUV: Standard,6.2,8.0,A8,Z,20.9,13.8,17.7,16.0,413.0
2009.0,KIA,AMANTI,FULL-SIZE,3.8,6.0,AS5,X,12.6,8.2,10.6,27.0,244.0
2004.0,CHEVROLET,AVEO,COMPACT,1.6,4.0,A4,X,9.0,6.4,7.8,36.0,179.0
2020.0,Cadillac,Escalade 4WD,SUV: Standard,6.2,8.0,A10,Z,16.7,11.1,14.2,20.0,333.0
2022.0,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6.0,AS10,X,15.8,13.2,14.6,19.0,344.0
2019.0,Mercedes-Benz,A 220,Subcompact,2.0,4.0,AM7,Z,9.7,6.8,8.4,34.0,195.0
2011.0,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6.0,M6,Z,11.6,7.9,10.0,28.0,230.0
2004.0,TOYOTA,SEQUOIA 4X4,SUV,4.7,8.0,A4,X,16.9,12.6,15.0,19.0,345.0
2006.0,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2.0,4.0,M5,X,9.0,6.4,7.8,36.0,179.0
2021.0,GMC,Yukon XL,SUV: Standard,3.0,6.0,A10,D,11.3,8.6,10.1,28.0,272.0
2021.0,Dodge,Challenger Widebody,Mid-size,6.4,8.0,M6,Z,16.7,10.4,13.9,20.0,325.0
2008.0,CHRYSLER,300 AWD,FULL-SIZE,3.5,6.0,AS5,X,13.9,9.0,11.7,24.0,269.0
2015.0,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4.0,M6,X,12.2,9.1,10.8,26.0,248.0
2018.0,Chevrolet,Impala FFV,Full-size,3.6,6.0,AS6,X,12.7,8.5,10.8,26.0,254.0
2005.0,LINCOLN,LS,MID-SIZE,3.0,6.0,AS5,Z,12.0,8.2,10.3,27.0,237.0
2007.0,SATURN,ION,SUBCOMPACT,2.4,4.0,M5,Z,9.4,6.3,8.0,35.0,184.0
2018.0,Nissan,Qashqai,Station wagon: Small,2.0,4.0,M6,X,10.0,8.1,9.2,31.0,216.0
2005.0,BMW,X3,SUV,3.0,6.0,M6,Z,13.8,8.8,11.5,25.0,264.0
2006.0,HONDA,PILOT 4X4,SUV,3.5,6.0,A5,X,14.1,9.7,12.2,23.0,281.0
2004.0,CHEVROLET,K1500 TAHOE 4X4,SUV,4.8,8.0,A4,X,16.1,11.5,14.0,20.0,322.0
2013.0,DODGE,DART TURBO AERO,MID-SIZE,1.4,4.0,M6,X,7.3,4.8,6.1,46.0,140.0
2021.0,Audi,S8 Sedan quattro,Full-size,4.0,8.0,AS8,Z,17.6,10.7,14.5,19.0,339.0
2009.0,NISSAN,XTERRA 4X4,SUV,4.0,6.0,M6,X,13.5,10.2,12.0,24.0,276.0
2004.0,PONTIAC,GRAND AM,COMPACT,3.4,6.0,A4,X,11.0,6.7,9.1,31.0,209.0
2007.0,FORD,FIVE-HUNDRED,MID-SIZE,3.0,6.0,A6,X,11.2,7.5,9.5,30.0,218.0
2004.0,SUBARU,OUTBACK AWD H6-3.0,COMPACT,3.0,6.0,A4,Z,12.4,8.4,10.6,27.0,244.0
2022.0,Ford,Shelby GT500 Mustang,Subcompact,5.2,8.0,AM7,Z,19.9,12.7,16.7,17.0,392.0
2018.0,Bugatti,Chiron,Two-seater,8.0,16.0,AM7,Z,26.8,16.6,22.2,13.0,522.0
2017.0,FORD,FOCUS FFV,COMPACT,2.0,4.0,AM6,E,12.2,8.8,10.6,27.0,177.0
2006.0,PONTIAC,VIBE,STATION WAGON - SMALL,1.8,4.0,A4,X,8.2,6.3,7.3,39.0,168.0
2014.0,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6.0,AM7,Z,10.6,7.3,9.1,31.0,209.0
2008.0,LAMBORGHINI,MURCIELARGO,TWO-SEATER,6.5,12.0,M6,Z,25.9,15.8,21.3,13.0,490.0
2004.0,SUZUKI,AERIO,COMPACT,2.3,4.0,A4,X,9.3,7.0,8.3,34.0,191.0
2016.0,HYUNDAI,SONATA,FULL-SIZE,2.4,4.0,AS6,X,9.4,6.5,8.1,35.0,191.0
2020.0,Mercedes-Benz,SL 550,Two-seater,4.7,8.0,A9,Z,13.5,9.3,11.6,24.0,270.0
2005.0,SATURN,ION,SUBCOMPACT,2.2,4.0,A4,X,9.9,6.6,8.4,34.0,193.0
2011.0,LEXUS,LX 570,SUV,5.7,8.0,AS6,Z,17.0,11.4,14.5,19.0,334.0
2012.0,PORSCHE,911 TURBO,MINICOMPACT,3.8,6.0,M6,Z,12.7,8.3,10.8,26.0,248.0
2002.0,NISSAN,XTERRA V6 4X4 #,SUV,3.3,6.0,A4,Z,15.5,11.8,13.8,20.0,317.0
2013.0,BMW,M6 COUPE,COMPACT,4.4,8.0,M6,Z,14.4,9.2,12.1,23.0,278.0
2005.0,DODGE,GRAND CARAVAN FFV,MINIVAN,3.3,6.0,A4,X,13.1,8.8,11.1,25.0,255.0
2002.0,CHEVROLET,CAVALIER,SUBCOMPACT,2.4,4.0,M5,X,11.6,7.1,9.6,29.0,221.0
2005.0,BMW,760i,FULL-SIZE,6.0,12.0,A6,Z,15.8,9.5,13.0,22.0,299.0
2010.0,MERCEDES-BENZ,B 200,STATION WAGON - SMALL,2.0,4.0,M5,Z,9.2,6.7,8.1,35.0,186.0
2015.0,FORD,FUSION,MID-SIZE,2.5,4.0,AS6,X,10.6,7.0,8.9,32.0,205.0
2001.0,MERCEDES-BENZ,SLK 320,TWO-SEATER,3.2,6.0,A5,Z,11.4,7.9,9.8,29.0,225.0
2009.0,FORD,EXPLORER SPORT TRAC,PICKUP TRUCK - STANDARD,4.6,8.0,A6,X,14.4,9.8,12.4,23.0,285.0
2016.0,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6.0,AM7,Z,13.7,9.6,11.9,24.0,278.0
2014.0,MITSUBISHI,LANCER AWD,COMPACT,2.4,4.0,AV6,X,9.2,6.9,8.2,34.0,189.0
2019.0,Subaru,Outback AWD,SUV: Small,3.6,6.0,AV6,X,12.0,8.7,10.5,27.0,247.0
2009.0,CHEVROLET,TAHOE XFE FFV,SUV,5.3,8.0,A6,E,19.1,12.1,15.9,18.0,254.0
2003.0,TOYOTA,HIGHLANDER 4X4,SUV,3.0,6.0,A4,X,13.0,9.7,11.5,25.0,264.0
2019.0,Hyundai,Elantra GT,Full-size,2.0,4.0,AS6,X,9.4,7.1,8.4,34.0,200.0
2002.0,BMW,330Ci,SUBCOMPACT,3.0,6.0,M5,Z,11.3,7.3,9.5,30.0,218.0
2008.0,SATURN,AURA HYBRID,MID-SIZE,2.4,4.0,A4,X,8.5,6.2,7.5,38.0,172.0
2018.0,Nissan,370Z,Two-seater,3.7,6.0,M6,Z,13.3,9.3,11.5,25.0,269.0
2009.0,KIA,MAGENTIS,MID-SIZE,2.7,6.0,AS5,X,10.5,7.0,8.9,32.0,205.0
2006.0,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6.0,M5,X,15.2,10.1,12.9,22.0,297.0
2006.0,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.7,6.0,A4,X,15.5,11.3,13.6,21.0,313.0
2005.0,AUDI,TT COUPE QUATTRO,MINICOMPACT,1.8,4.0,M6,Z,11.7,7.6,9.9,29.0,228.0
2022.0,Ford,Escape,SUV: Small,1.5,3.0,A8,X,8.5,6.8,7.8,36.0,182.0
2007.0,BUICK,TERRAZA FFV,MINIVAN,3.9,6.0,A4,E,17.8,11.5,14.9,19.0,238.0
-76.0,UNKNOWN,UNKNOWN,SUV - SMALL,3.0,-100.0,UNKNOWN,UNKNOWN,9.9,-47.0,,33.0,214.0
2004.0,HONDA,ELEMENT,SUV,2.4,4.0,A4,X,10.5,8.2,9.5,30.0,218.0
2013.0,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8.0,A4,E,23.1,16.6,20.2,14.0,323.0
2010.0,FORD,FUSION HYBRID,MID-SIZE,2.5,4.0,AV,X,4.6,5.4,5.0,56.0,115.0
2008.0,PORSCHE,CAYMAN,TWO-SEATER,2.7,6.0,M5,Z,10.1,6.8,8.7,32.0,200.0
2018.0,Dodge,Journey AWD,SUV: Small,3.6,6.0,A6,X,14.5,10.0,12.4,23.0,292.0
2012.0,HYUNDAI,ELANTRA TOURING,STATION WAGON - SMALL,2.0,4.0,M5,X,8.9,6.4,7.8,36.0,179.0
2007.0,SATURN,SKY TURBO,TWO-SEATER,2.0,4.0,A5,Z,11.2,7.5,9.5,30.0,218.0
2008.0,DODGE,VIPER SRT10 CONVERTIBLE,TWO-SEATER,8.4,10.0,M6,Z,16.8,9.2,13.4,21.0,308.0
2016.0,BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6.0,AS8,Z,11.9,8.1,10.2,28.0,238.0
2011.0,MINI,COOPER,MINICOMPACT,1.6,4.0,A6,Z,7.3,5.4,6.4,44.0,147.0
2016.0,BMW,550i xDRIVE GRAN TURISMO,FULL-SIZE,4.4,8.0,AS8,Z,14.3,9.3,12.1,23.0,283.0
2022.0,Ford,Explorer AWD (Without Stop-Start),SUV: Standard,2.3,4.0,A10,X,12.0,9.0,10.7,26.0,252.0
2010.0,BMW,535i xDRIVE,MID-SIZE,3.0,6.0,A6,Z,12.3,7.9,10.3,27.0,237.0
2009.0,CHEVROLET,SILVERADO 4X4,PICKUP TRUCK - STANDARD,6.0,8.0,A6,X,15.7,10.3,13.2,21.0,304.0
2020.0,Toyota,4Runner 4WD,SUV: Standard,4.0,6.0,AS5,X,14.8,12.5,13.8,20.0,321.0
2018.0,Chevrolet,Colorado 4WD,Pickup truck: Small,2.5,4.0,A6,X,12.6,9.8,11.3,25.0,266.0
2009.0,BENTLEY,BROOKLANDS,MID-SIZE,6.8,8.0,AS6,Z,22.3,13.9,18.5,15.0,426.0
2009.0,CHEVROLET,HHR PANEL TURBO,SUV,2.0,4.0,A4,Z,10.8,6.9,9.0,31.0,207.0
2019.0,Hyundai,Veloster N,Compact,2.0,4.0,M6,Z,10.6,8.3,9.5,30.0,226.0
2010.0,VOLKSWAGEN,CITY GOLF,COMPACT,2.0,4.0,AS6,X,9.9,6.9,8.5,33.0,196.0
2000.0,DAEWOO,LANOS,SUBCOMPACT,1.6,4.0,A4,X,10.2,6.4,8.5,33.0,196.0
2015.0,MAZDA,MX-5,TWO-SEATER,2.0,4.0,M5,Z,10.5,8.5,9.6,29.0,221.0
2010.0,ACURA,TL,MID-SIZE,3.5,6.0,AS5,Z,11.6,7.5,9.7,29.0,223.0
2001.0,HONDA,9-5 ARC WAGON TURBO,COMPACT,,,M5,X,,-48.0,8.4,13.0,-1.0
2005.0,NISSAN,MURANO,SUV,3.5,6.0,AV,X,11.7,8.6,10.3,27.0,237.0
2022.0,Chevrolet,Tahoe 4WD (No Stop-Start),SUV: Standard,5.3,8.0,A10,X,17.0,12.7,15.1,19.0,354.0
2004.0,VOLKSWAGEN,PASSAT 4MOTION,COMPACT,2.8,6.0,AS5,Z,12.7,8.3,10.7,26.0,246.0
2022.0,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8.0,A10,Z,15.7,11.9,14.0,20.0,329.0
2020.0,Chevrolet,Camaro,Subcompact,2.0,4.0,AS8,Z,10.9,7.6,9.4,30.0,219.0
2009.0,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.7,6.0,M6,X,13.4,9.8,11.8,24.0,271.0
2014.0,BMW,ACTIVEHYBRID 3,COMPACT,3.0,6.0,A8,Z,7.9,5.9,7.0,40.0,161.0
2018.0,Audi,TT Coupe quattro,Subcompact,2.0,4.0,AM6,X,10.1,7.8,9.1,31.0,209.0
2010.0,HONDA,CR-V AWD,SUV,2.4,4.0,A5,X,10.1,7.5,9.0,31.0,207.0
2020.0,Porsche,718 Boxster T,Two-seater,2.0,4.0,M6,Z,11.7,8.9,10.5,27.0,245.0
2004.0,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8.0,A4,X,16.4,12.6,14.7,19.0,338.0
2018.0,GMC,Yukon,SUV: Standard,5.3,8.0,A6,X,15.1,10.4,13.0,22.0,305.0
2007.0,CHEVROLET,UPLANDER,MINIVAN,3.9,6.0,A4,X,13.1,8.5,11.0,26.0,253.0
2001.0,AUDI,A6 QUATTRO,MID-SIZE,2.7,6.0,A5,Z,13.6,8.9,11.5,25.0,264.0
2013.0,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8.0,A6,Z,17.0,11.1,14.3,20.0,329.0
2014.0,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4.0,M5,X,8.9,6.7,7.9,36.0,182.0
2007.0,CHEVROLET,TRAILBLAZER 4X4,SUV,5.3,8.0,A4,X,15.4,10.2,13.0,22.0,299.0
2003.0,NISSAN,FRONTIER V6 4X4 #,PICKUP TRUCK - STANDARD,3.3,6.0,A4,Z,15.5,11.8,13.8,20.0,317.0
2004.0,SAAB,9-5 AERO TURBO,MID-SIZE,2.3,4.0,AS5,Z,12.2,7.6,10.1,28.0,232.0
2002.0,PONTIAC,FIREBIRD,SUBCOMPACT,3.8,6.0,A4,X,12.3,7.4,10.1,28.0,232.0
2017.0,LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6.0,AV6,Z,7.5,8.4,7.9,36.0,185.0
2013.0,FORD,ESCAPE,SUV - SMALL,1.6,4.0,AS6,X,9.1,6.0,7.7,37.0,177.0
2002.0,PORSCHE,911 TURBO,MINICOMPACT,3.6,6.0,AS5,Z,15.9,9.7,13.1,22.0,301.0
2007.0,VOLVO,S60 2.5T TURBO,COMPACT,2.5,5.0,A5,Z,11.1,7.2,9.3,30.0,214.0
2002.0,Toyota,UNKNOWN,UNKNOWN,3.8,4.0,M5,Z,-36.0,7.1,8.0,-61.0,264.0
